# id,subject,official_answer  (source: 考選部 official via reconcile pipeline; mirrors questions.json answer field)
105-1-醫學二-生物化學-Q37,生物化學,C
105-1-醫學二-生物化學-Q38,生物化學,A
105-1-醫學二-生物化學-Q39,生物化學,D
105-1-醫學二-生物化學-Q40,生物化學,B
105-1-醫學二-生物化學-Q41,生物化學,B
105-1-醫學二-生物化學-Q42,生物化學,A
105-1-醫學二-生物化學-Q43,生物化學,B
105-1-醫學二-生物化學-Q44,生物化學,B
105-1-醫學二-生物化學-Q45,生物化學,A
105-1-醫學二-生物化學-Q46,生物化學,C
105-1-醫學二-生物化學-Q47,生物化學,D
105-1-醫學二-生物化學-Q48,生物化學,D
105-1-醫學二-生物化學-Q49,生物化學,B
105-1-醫學二-生物化學-Q50,生物化學,D
105-1-醫學二-生理學-Q1,生理學,A
105-1-醫學二-生理學-Q10,生理學,D
105-1-醫學二-生理學-Q11,生理學,A
105-1-醫學二-生理學-Q12,生理學,B
105-1-醫學二-生理學-Q13,生理學,B
105-1-醫學二-生理學-Q14,生理學,A
105-1-醫學二-生理學-Q15,生理學,A
105-1-醫學二-生理學-Q16,生理學,D
105-1-醫學二-生理學-Q17,生理學,A
105-1-醫學二-生理學-Q18,生理學,C
105-1-醫學二-生理學-Q19,生理學,A
105-1-醫學二-生理學-Q2,生理學,A
105-1-醫學二-生理學-Q20,生理學,A
105-1-醫學二-生理學-Q21,生理學,B
105-1-醫學二-生理學-Q22,生理學,C
105-1-醫學二-生理學-Q23,生理學,B
105-1-醫學二-生理學-Q24,生理學,C
105-1-醫學二-生理學-Q25,生理學,A
105-1-醫學二-生理學-Q3,生理學,A
105-1-醫學二-生理學-Q4,生理學,B
105-1-醫學二-生理學-Q5,生理學,D
105-1-醫學二-生理學-Q6,生理學,A
105-1-醫學二-生理學-Q7,生理學,C
105-1-醫學二-生理學-Q8,生理學,D
105-1-醫學二-生理學-Q9,生理學,D
105-1-醫學二-病理學-Q100,病理學,A
105-1-醫學二-病理學-Q76,病理學,C
105-1-醫學二-病理學-Q77,病理學,A
105-1-醫學二-病理學-Q78,病理學,C
105-1-醫學二-病理學-Q79,病理學,A
105-1-醫學二-病理學-Q80,病理學,C
105-1-醫學二-病理學-Q81,病理學,D
105-1-醫學二-病理學-Q82,病理學,A
105-1-醫學二-病理學-Q83,病理學,A
105-1-醫學二-病理學-Q84,病理學,A
105-1-醫學二-病理學-Q85,病理學,C
105-1-醫學二-病理學-Q86,病理學,C
105-1-醫學二-病理學-Q87,病理學,D
105-1-醫學二-病理學-Q88,病理學,B
105-1-醫學二-病理學-Q89,病理學,D
105-1-醫學二-病理學-Q90,病理學,C
105-1-醫學二-病理學-Q91,病理學,C
105-1-醫學二-病理學-Q92,病理學,B
105-1-醫學二-病理學-Q93,病理學,A
105-1-醫學二-病理學-Q94,病理學,A
105-1-醫學二-病理學-Q95,病理學,C
105-1-醫學二-病理學-Q96,病理學,D
105-1-醫學二-病理學-Q97,病理學,C
105-1-醫學二-病理學-Q98,病理學,C
105-1-醫學二-病理學-Q99,病理學,C
105-1-醫學二-藥理學-Q51,藥理學,C
105-1-醫學二-藥理學-Q52,藥理學,D
105-1-醫學二-藥理學-Q53,藥理學,B
105-1-醫學二-藥理學-Q54,藥理學,D
105-1-醫學二-藥理學-Q55,藥理學,C
105-1-醫學二-藥理學-Q56,藥理學,B
105-1-醫學二-藥理學-Q57,藥理學,A
105-1-醫學二-藥理學-Q58,藥理學,C
105-1-醫學二-藥理學-Q59,藥理學,C
105-1-醫學二-藥理學-Q60,藥理學,B
105-1-醫學二-藥理學-Q61,藥理學,B
105-1-醫學二-藥理學-Q62,藥理學,B
105-1-醫學二-藥理學-Q63,藥理學,B
105-1-醫學二-藥理學-Q64,藥理學,C
105-1-醫學二-藥理學-Q65,藥理學,A
105-1-醫學二-藥理學-Q66,藥理學,B
105-1-醫學二-藥理學-Q67,藥理學,B
105-1-醫學二-藥理學-Q68,藥理學,D
105-1-醫學二-藥理學-Q69,藥理學,A
105-1-醫學二-藥理學-Q70,藥理學,B
105-1-醫學二-藥理學-Q71,藥理學,A
105-1-醫學二-藥理學-Q72,藥理學,B
105-1-醫學二-藥理學-Q73,藥理學,C
105-1-醫學二-藥理學-Q74,藥理學,B
105-1-醫學二-藥理學-Q75,藥理學,C
105-2-醫學一-公共衛生學-Q100,公共衛生學,A
105-2-醫學一-公共衛生學-Q83,公共衛生學,C
105-2-醫學一-公共衛生學-Q84,公共衛生學,B
105-2-醫學一-公共衛生學-Q85,公共衛生學,C
105-2-醫學一-公共衛生學-Q86,公共衛生學,A
105-2-醫學一-公共衛生學-Q87,公共衛生學,C
105-2-醫學一-公共衛生學-Q88,公共衛生學,D
105-2-醫學一-公共衛生學-Q89,公共衛生學,B
105-2-醫學一-公共衛生學-Q90,公共衛生學,B
105-2-醫學一-公共衛生學-Q91,公共衛生學,B
105-2-醫學一-公共衛生學-Q92,公共衛生學,B
105-2-醫學一-公共衛生學-Q93,公共衛生學,D
105-2-醫學一-公共衛生學-Q94,公共衛生學,B
105-2-醫學一-公共衛生學-Q95,公共衛生學,A
105-2-醫學一-公共衛生學-Q96,公共衛生學,A
105-2-醫學一-公共衛生學-Q97,公共衛生學,D
105-2-醫學一-公共衛生學-Q98,公共衛生學,C
105-2-醫學一-公共衛生學-Q99,公共衛生學,C
105-2-醫學一-寄生蟲學-Q75,寄生蟲學,B
105-2-醫學一-寄生蟲學-Q76,寄生蟲學,C
105-2-醫學一-寄生蟲學-Q77,寄生蟲學,D
105-2-醫學一-寄生蟲學-Q78,寄生蟲學,B
105-2-醫學一-寄生蟲學-Q79,寄生蟲學,B
105-2-醫學一-寄生蟲學-Q80,寄生蟲學,A
105-2-醫學一-寄生蟲學-Q81,寄生蟲學,A
105-2-醫學一-寄生蟲學-Q82,寄生蟲學,D
105-2-醫學一-微生物暨免疫學-Q42,微生物暨免疫學,A
105-2-醫學一-微生物暨免疫學-Q43,微生物暨免疫學,B
105-2-醫學一-微生物暨免疫學-Q44,微生物暨免疫學,C
105-2-醫學一-微生物暨免疫學-Q45,微生物暨免疫學,A
105-2-醫學一-微生物暨免疫學-Q46,微生物暨免疫學,C
105-2-醫學一-微生物暨免疫學-Q47,微生物暨免疫學,C
105-2-醫學一-微生物暨免疫學-Q48,微生物暨免疫學,B
105-2-醫學一-微生物暨免疫學-Q49,微生物暨免疫學,C
105-2-醫學一-微生物暨免疫學-Q50,微生物暨免疫學,C
105-2-醫學一-微生物暨免疫學-Q51,微生物暨免疫學,D
105-2-醫學一-微生物暨免疫學-Q52,微生物暨免疫學,B
105-2-醫學一-微生物暨免疫學-Q53,微生物暨免疫學,B
105-2-醫學一-微生物暨免疫學-Q54,微生物暨免疫學,D
105-2-醫學一-微生物暨免疫學-Q55,微生物暨免疫學,B
105-2-醫學一-微生物暨免疫學-Q56,微生物暨免疫學,A
105-2-醫學一-微生物暨免疫學-Q57,微生物暨免疫學,A
105-2-醫學一-微生物暨免疫學-Q58,微生物暨免疫學,A
105-2-醫學一-微生物暨免疫學-Q59,微生物暨免疫學,C
105-2-醫學一-微生物暨免疫學-Q60,微生物暨免疫學,A
105-2-醫學一-微生物暨免疫學-Q61,微生物暨免疫學,C
105-2-醫學一-微生物暨免疫學-Q62,微生物暨免疫學,A
105-2-醫學一-微生物暨免疫學-Q63,微生物暨免疫學,D
105-2-醫學一-微生物暨免疫學-Q64,微生物暨免疫學,B
105-2-醫學一-微生物暨免疫學-Q65,微生物暨免疫學,D
105-2-醫學一-微生物暨免疫學-Q66,微生物暨免疫學,C
105-2-醫學一-微生物暨免疫學-Q67,微生物暨免疫學,B
105-2-醫學一-微生物暨免疫學-Q68,微生物暨免疫學,B
105-2-醫學一-微生物暨免疫學-Q69,微生物暨免疫學,A
105-2-醫學一-微生物暨免疫學-Q70,微生物暨免疫學,D
105-2-醫學一-微生物暨免疫學-Q71,微生物暨免疫學,A
105-2-醫學一-微生物暨免疫學-Q72,微生物暨免疫學,C
105-2-醫學一-微生物暨免疫學-Q73,微生物暨免疫學,C
105-2-醫學一-微生物暨免疫學-Q74,微生物暨免疫學,C
105-2-醫學一-組織學-Q33,組織學,D
105-2-醫學一-組織學-Q34,組織學,D
105-2-醫學一-組織學-Q35,組織學,C
105-2-醫學一-組織學-Q36,組織學,D
105-2-醫學一-組織學-Q37,組織學,C
105-2-醫學一-組織學-Q38,組織學,C
105-2-醫學一-組織學-Q39,組織學,C
105-2-醫學一-組織學-Q40,組織學,C
105-2-醫學一-組織學-Q41,組織學,B
105-2-醫學一-胚胎學-Q29,胚胎學,D
105-2-醫學一-胚胎學-Q30,胚胎學,C
105-2-醫學一-胚胎學-Q31,胚胎學,B
105-2-醫學一-胚胎學-Q32,胚胎學,B
105-2-醫學一-解剖學-Q1,解剖學,B
105-2-醫學一-解剖學-Q10,解剖學,C
105-2-醫學一-解剖學-Q11,解剖學,D
105-2-醫學一-解剖學-Q12,解剖學,D
105-2-醫學一-解剖學-Q13,解剖學,D
105-2-醫學一-解剖學-Q14,解剖學,B
105-2-醫學一-解剖學-Q15,解剖學,D
105-2-醫學一-解剖學-Q16,解剖學,C
105-2-醫學一-解剖學-Q17,解剖學,D
105-2-醫學一-解剖學-Q18,解剖學,A
105-2-醫學一-解剖學-Q19,解剖學,A
105-2-醫學一-解剖學-Q2,解剖學,B
105-2-醫學一-解剖學-Q20,解剖學,A
105-2-醫學一-解剖學-Q21,解剖學,C
105-2-醫學一-解剖學-Q22,解剖學,D
105-2-醫學一-解剖學-Q23,解剖學,D
105-2-醫學一-解剖學-Q24,解剖學,D
105-2-醫學一-解剖學-Q25,解剖學,A
105-2-醫學一-解剖學-Q26,解剖學,C
105-2-醫學一-解剖學-Q27,解剖學,D
105-2-醫學一-解剖學-Q28,解剖學,B
105-2-醫學一-解剖學-Q3,解剖學,A
105-2-醫學一-解剖學-Q4,解剖學,B
105-2-醫學一-解剖學-Q5,解剖學,C
105-2-醫學一-解剖學-Q6,解剖學,A
105-2-醫學一-解剖學-Q7,解剖學,C
105-2-醫學一-解剖學-Q8,解剖學,B
105-2-醫學一-解剖學-Q9,解剖學,D
105-2-醫學二-生物化學-Q25,生物化學,C
105-2-醫學二-生物化學-Q26,生物化學,B
105-2-醫學二-生物化學-Q27,生物化學,B
105-2-醫學二-生物化學-Q28,生物化學,A
105-2-醫學二-生物化學-Q29,生物化學,A
105-2-醫學二-生物化學-Q30,生物化學,D
105-2-醫學二-生物化學-Q31,生物化學,C
105-2-醫學二-生物化學-Q32,生物化學,C
105-2-醫學二-生物化學-Q33,生物化學,A
105-2-醫學二-生物化學-Q34,生物化學,B
105-2-醫學二-生物化學-Q35,生物化學,A
105-2-醫學二-生物化學-Q36,生物化學,C
105-2-醫學二-生物化學-Q37,生物化學,A
105-2-醫學二-生物化學-Q38,生物化學,C
105-2-醫學二-生物化學-Q39,生物化學,B
105-2-醫學二-生物化學-Q40,生物化學,B
105-2-醫學二-生物化學-Q41,生物化學,C
105-2-醫學二-生物化學-Q42,生物化學,B
105-2-醫學二-生物化學-Q43,生物化學,C
105-2-醫學二-生物化學-Q44,生物化學,B
105-2-醫學二-生物化學-Q45,生物化學,C
105-2-醫學二-生物化學-Q46,生物化學,D
105-2-醫學二-生物化學-Q47,生物化學,C
105-2-醫學二-生物化學-Q48,生物化學,C
105-2-醫學二-生物化學-Q49,生物化學,D
105-2-醫學二-生物化學-Q50,生物化學,D
105-2-醫學二-生理學-Q1,生理學,D
105-2-醫學二-生理學-Q10,生理學,C
105-2-醫學二-生理學-Q11,生理學,A
105-2-醫學二-生理學-Q12,生理學,A
105-2-醫學二-生理學-Q13,生理學,D
105-2-醫學二-生理學-Q14,生理學,B
105-2-醫學二-生理學-Q15,生理學,C
105-2-醫學二-生理學-Q16,生理學,D
105-2-醫學二-生理學-Q17,生理學,A
105-2-醫學二-生理學-Q18,生理學,D
105-2-醫學二-生理學-Q19,生理學,C
105-2-醫學二-生理學-Q2,生理學,B
105-2-醫學二-生理學-Q20,生理學,A
105-2-醫學二-生理學-Q21,生理學,A
105-2-醫學二-生理學-Q22,生理學,B
105-2-醫學二-生理學-Q23,生理學,D
105-2-醫學二-生理學-Q24,生理學,A
105-2-醫學二-生理學-Q3,生理學,A
105-2-醫學二-生理學-Q4,生理學,C
105-2-醫學二-生理學-Q5,生理學,C
105-2-醫學二-生理學-Q6,生理學,D
105-2-醫學二-生理學-Q7,生理學,D
105-2-醫學二-生理學-Q8,生理學,C
105-2-醫學二-生理學-Q9,生理學,C
105-2-醫學二-病理學-Q100,病理學,B
105-2-醫學二-病理學-Q75,藥理學,C
105-2-醫學二-病理學-Q76,病理學,D
105-2-醫學二-病理學-Q77,病理學,A
105-2-醫學二-病理學-Q78,病理學,D
105-2-醫學二-病理學-Q79,病理學,A
105-2-醫學二-病理學-Q80,病理學,B
105-2-醫學二-病理學-Q81,病理學,C
105-2-醫學二-病理學-Q82,病理學,B
105-2-醫學二-病理學-Q83,病理學,B
105-2-醫學二-病理學-Q84,病理學,C
105-2-醫學二-病理學-Q85,病理學,C
105-2-醫學二-病理學-Q86,病理學,D
105-2-醫學二-病理學-Q87,病理學,C
105-2-醫學二-病理學-Q88,病理學,B
105-2-醫學二-病理學-Q89,病理學,B
105-2-醫學二-病理學-Q90,病理學,C
105-2-醫學二-病理學-Q91,病理學,A
105-2-醫學二-病理學-Q92,病理學,A
105-2-醫學二-病理學-Q93,病理學,D
105-2-醫學二-病理學-Q94,病理學,C
105-2-醫學二-病理學-Q95,病理學,D
105-2-醫學二-病理學-Q96,病理學,C
105-2-醫學二-病理學-Q97,病理學,B
105-2-醫學二-病理學-Q98,病理學,B
105-2-醫學二-病理學-Q99,病理學,C
105-2-醫學二-藥理學-Q51,藥理學,D
105-2-醫學二-藥理學-Q52,藥理學,D
105-2-醫學二-藥理學-Q53,藥理學,A
105-2-醫學二-藥理學-Q54,藥理學,C
105-2-醫學二-藥理學-Q55,藥理學,C
105-2-醫學二-藥理學-Q56,藥理學,C
105-2-醫學二-藥理學-Q57,藥理學,C
105-2-醫學二-藥理學-Q58,藥理學,C
105-2-醫學二-藥理學-Q59,藥理學,A
105-2-醫學二-藥理學-Q60,藥理學,C
105-2-醫學二-藥理學-Q61,藥理學,C
105-2-醫學二-藥理學-Q62,藥理學,C
105-2-醫學二-藥理學-Q63,藥理學,A
105-2-醫學二-藥理學-Q64,藥理學,C
105-2-醫學二-藥理學-Q65,藥理學,B
105-2-醫學二-藥理學-Q66,藥理學,D
105-2-醫學二-藥理學-Q67,藥理學,B
105-2-醫學二-藥理學-Q68,藥理學,D
105-2-醫學二-藥理學-Q69,藥理學,A
105-2-醫學二-藥理學-Q70,藥理學,C
105-2-醫學二-藥理學-Q71,藥理學,C
105-2-醫學二-藥理學-Q72,藥理學,B
105-2-醫學二-藥理學-Q73,藥理學,C
105-2-醫學二-藥理學-Q74,藥理學,C
106-1-醫學一-公共衛生學-Q100,公共衛生學,A
106-1-醫學一-公共衛生學-Q83,公共衛生學,D
106-1-醫學一-公共衛生學-Q84,公共衛生學,B
106-1-醫學一-公共衛生學-Q85,公共衛生學,D
106-1-醫學一-公共衛生學-Q86,公共衛生學,C
106-1-醫學一-公共衛生學-Q87,公共衛生學,C
106-1-醫學一-公共衛生學-Q88,公共衛生學,D
106-1-醫學一-公共衛生學-Q89,公共衛生學,A
106-1-醫學一-公共衛生學-Q90,公共衛生學,A
106-1-醫學一-公共衛生學-Q91,公共衛生學,C
106-1-醫學一-公共衛生學-Q92,公共衛生學,D
106-1-醫學一-公共衛生學-Q93,公共衛生學,C
106-1-醫學一-公共衛生學-Q94,公共衛生學,A
106-1-醫學一-公共衛生學-Q95,公共衛生學,B
106-1-醫學一-公共衛生學-Q96,公共衛生學,A
106-1-醫學一-公共衛生學-Q97,公共衛生學,B
106-1-醫學一-公共衛生學-Q98,公共衛生學,C
106-1-醫學一-公共衛生學-Q99,公共衛生學,B
106-1-醫學一-寄生蟲學-Q75,寄生蟲學,C
106-1-醫學一-寄生蟲學-Q76,寄生蟲學,C
106-1-醫學一-寄生蟲學-Q77,寄生蟲學,C
106-1-醫學一-寄生蟲學-Q78,寄生蟲學,C
106-1-醫學一-寄生蟲學-Q79,寄生蟲學,B
106-1-醫學一-寄生蟲學-Q80,寄生蟲學,C
106-1-醫學一-寄生蟲學-Q81,寄生蟲學,D
106-1-醫學一-寄生蟲學-Q82,寄生蟲學,B
106-1-醫學一-微生物暨免疫學-Q42,微生物暨免疫學,C
106-1-醫學一-微生物暨免疫學-Q43,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q44,微生物暨免疫學,A
106-1-醫學一-微生物暨免疫學-Q45,微生物暨免疫學,C
106-1-醫學一-微生物暨免疫學-Q46,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q47,微生物暨免疫學,C
106-1-醫學一-微生物暨免疫學-Q48,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q49,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q50,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q51,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q52,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q53,微生物暨免疫學,C
106-1-醫學一-微生物暨免疫學-Q54,微生物暨免疫學,C
106-1-醫學一-微生物暨免疫學-Q55,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q56,微生物暨免疫學,C
106-1-醫學一-微生物暨免疫學-Q57,微生物暨免疫學,C
106-1-醫學一-微生物暨免疫學-Q58,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q59,微生物暨免疫學,A
106-1-醫學一-微生物暨免疫學-Q60,微生物暨免疫學,A
106-1-醫學一-微生物暨免疫學-Q61,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q62,微生物暨免疫學,A
106-1-醫學一-微生物暨免疫學-Q63,微生物暨免疫學,C
106-1-醫學一-微生物暨免疫學-Q64,微生物暨免疫學,C
106-1-醫學一-微生物暨免疫學-Q65,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q66,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q67,微生物暨免疫學,D
106-1-醫學一-微生物暨免疫學-Q68,微生物暨免疫學,C
106-1-醫學一-微生物暨免疫學-Q69,微生物暨免疫學,A
106-1-醫學一-微生物暨免疫學-Q70,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q71,微生物暨免疫學,B
106-1-醫學一-微生物暨免疫學-Q72,微生物暨免疫學,C
106-1-醫學一-微生物暨免疫學-Q73,微生物暨免疫學,D
106-1-醫學一-微生物暨免疫學-Q74,微生物暨免疫學,A
106-1-醫學一-組織學-Q33,組織學,D
106-1-醫學一-組織學-Q34,組織學,B
106-1-醫學一-組織學-Q35,組織學,C
106-1-醫學一-組織學-Q36,組織學,D
106-1-醫學一-組織學-Q37,組織學,C
106-1-醫學一-組織學-Q38,組織學,C
106-1-醫學一-組織學-Q39,組織學,A
106-1-醫學一-組織學-Q40,組織學,D
106-1-醫學一-組織學-Q41,組織學,A
106-1-醫學一-胚胎學-Q29,胚胎學,C
106-1-醫學一-胚胎學-Q30,胚胎學,C
106-1-醫學一-胚胎學-Q31,胚胎學,C
106-1-醫學一-胚胎學-Q32,胚胎學,B
106-1-醫學一-解剖學-Q1,解剖學,D
106-1-醫學一-解剖學-Q10,解剖學,D
106-1-醫學一-解剖學-Q11,解剖學,C
106-1-醫學一-解剖學-Q12,解剖學,A
106-1-醫學一-解剖學-Q13,解剖學,A
106-1-醫學一-解剖學-Q14,解剖學,B
106-1-醫學一-解剖學-Q15,解剖學,D
106-1-醫學一-解剖學-Q16,解剖學,D
106-1-醫學一-解剖學-Q17,解剖學,B
106-1-醫學一-解剖學-Q18,解剖學,C
106-1-醫學一-解剖學-Q19,解剖學,D
106-1-醫學一-解剖學-Q2,解剖學,B
106-1-醫學一-解剖學-Q20,解剖學,B
106-1-醫學一-解剖學-Q21,解剖學,B
106-1-醫學一-解剖學-Q22,解剖學,B
106-1-醫學一-解剖學-Q23,解剖學,D
106-1-醫學一-解剖學-Q24,解剖學,C
106-1-醫學一-解剖學-Q25,解剖學,B
106-1-醫學一-解剖學-Q26,解剖學,B
106-1-醫學一-解剖學-Q27,解剖學,C
106-1-醫學一-解剖學-Q28,解剖學,A
106-1-醫學一-解剖學-Q3,解剖學,A
106-1-醫學一-解剖學-Q4,解剖學,D
106-1-醫學一-解剖學-Q5,解剖學,C
106-1-醫學一-解剖學-Q6,解剖學,D
106-1-醫學一-解剖學-Q7,解剖學,C
106-1-醫學一-解剖學-Q8,解剖學,B
106-1-醫學一-解剖學-Q9,解剖學,A
106-1-醫學二-生物化學-Q26,生物化學,B
106-1-醫學二-生物化學-Q27,生物化學,A
106-1-醫學二-生物化學-Q28,生物化學,D
106-1-醫學二-生物化學-Q29,生物化學,B
106-1-醫學二-生物化學-Q30,生物化學,B
106-1-醫學二-生物化學-Q31,生物化學,B
106-1-醫學二-生物化學-Q32,生物化學,A
106-1-醫學二-生物化學-Q33,生物化學,A
106-1-醫學二-生物化學-Q34,生物化學,C
106-1-醫學二-生物化學-Q35,生物化學,C
106-1-醫學二-生物化學-Q36,生物化學,C
106-1-醫學二-生物化學-Q37,生物化學,D
106-1-醫學二-生物化學-Q38,生物化學,A
106-1-醫學二-生物化學-Q39,生物化學,B
106-1-醫學二-生物化學-Q40,生物化學,B
106-1-醫學二-生物化學-Q41,生物化學,D
106-1-醫學二-生物化學-Q42,生物化學,A
106-1-醫學二-生物化學-Q43,生物化學,D
106-1-醫學二-生物化學-Q44,生物化學,D
106-1-醫學二-生物化學-Q45,生物化學,B
106-1-醫學二-生物化學-Q46,生物化學,A
106-1-醫學二-生物化學-Q47,生物化學,A
106-1-醫學二-生物化學-Q48,生物化學,C
106-1-醫學二-生物化學-Q49,生物化學,C
106-1-醫學二-生物化學-Q50,生物化學,A
106-1-醫學二-生理學-Q1,生理學,C
106-1-醫學二-生理學-Q10,生理學,C
106-1-醫學二-生理學-Q11,生理學,C
106-1-醫學二-生理學-Q12,生理學,A
106-1-醫學二-生理學-Q13,生理學,B
